graph_encoder,relative_step,n_available,n_episode,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
multi_relation,-20,100,100,0.333333,0.631667,0,0
multi_relation,-19,100,100,0.333333,0.606667,0,0
multi_relation,-18,100,100,0.333333,0.635,0,0
multi_relation,-17,100,100,0.333333,0.66,0,0
multi_relation,-16,100,100,0.333333,0.666667,0,0
multi_relation,-15,100,100,0.333333,0.705,0,0
multi_relation,-14,100,100,0.333333,0.73,0,0
multi_relation,-13,100,100,0.333333,0.785,0,0
multi_relation,-12,100,100,0.343333,0.76,0,0
multi_relation,-11,100,100,0.466667,0.818333,0,0
multi_relation,-10,100,100,0.563333,0.815,0,0
multi_relation,-9,100,100,0.646667,0.83,0,0
multi_relation,-8,100,100,0.666667,0.85,0,0
multi_relation,-7,100,100,0.943333,0.815,0,0
multi_relation,-6,100,100,1,0.813333,0,0
multi_relation,-5,100,100,1,0.856667,0,0
multi_relation,-4,100,100,1,0.873333,0,0
multi_relation,-3,100,100,1,0.831667,0,0
multi_relation,-2,100,100,1,0.863333,0,0
multi_relation,-1,100,100,1,0.826667,0,0
multi_relation,0,100,100,1,0.841667,0,0
multi_relation,1,100,100,1,0.226667,0,0
multi_relation,2,100,100,1,0.243333,0,0
multi_relation,3,100,100,1,0.235,0,0
multi_relation,4,100,100,1,0.23,0.19,0.19
multi_relation,5,81,100,1,0.248971,0.271605,0.41
multi_relation,6,59,100,0.99435,0.231638,0.372881,0.63
multi_relation,7,37,100,0.990991,0.247748,0.405405,0.78
multi_relation,8,22,100,0.984848,0.25,0.545455,0.9
multi_relation,9,10,100,0.9,0.25,0.4,0.94
multi_relation,10,6,100,0.888889,0.194444,0.666667,0.98
multi_relation,11,2,100,0.666667,0.166667,0,0.98
multi_relation,12,2,100,0.666667,0.25,0,0.98
multi_relation,13,2,100,0.666667,0.333333,0,0.98
multi_relation,14,2,100,0.5,0.25,0,0.98
multi_relation,15,2,100,0.333333,0.333333,0,0.98
multi_relation,16,2,100,0.333333,0.25,0,0.98
multi_relation,17,2,100,0.333333,0.0833333,0,0.98
multi_relation,18,2,100,0.333333,0.166667,0,0.98
multi_relation,19,2,100,0.333333,0.166667,0,0.98
multi_relation,20,2,100,0,0.166667,0,0.98
multi_relation,21,2,100,0,0.166667,0,0.98
multi_relation,22,2,100,0,0.25,0,0.98
multi_relation,23,2,100,0,0.25,0,0.98
multi_relation,24,2,100,0,0.166667,0,0.98
multi_relation,25,2,100,0,0.333333,0,0.98
multi_relation,26,2,100,0,0.25,0,0.98
multi_relation,27,2,100,0,0.25,0,0.98
multi_relation,28,2,100,0,0.25,0,0.98
multi_relation,29,2,100,0,0.166667,0,0.98
multi_relation,30,2,100,0,0.166667,0,0.98
multi_relation,31,2,100,0,0.25,0,0.98
multi_relation,32,2,100,0,0.0833333,0,0.98
multi_relation,33,2,100,0,0.166667,0,0.98
multi_relation,34,2,100,0,0.166667,0,0.98
multi_relation,35,2,100,0,0.25,0,0.98
multi_relation,36,2,100,0,0.25,0,0.98
multi_relation,37,2,100,0,0.166667,0,0.98
multi_relation,38,2,100,0,0.166667,0,0.98
multi_relation,39,2,100,0,0.25,0,0.98
